Activity,Road,Road Code,Comments,Complete,Completed_Date_Time,Contract,Council,Created_Date,Direction,Distance_Past,Job_ID,Job_Type,Latitude,Longitude,Reference_Point
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 26/02/2014 - Removed, branch",Yes,26/02/2014 8:40,CN8124 WR,NORTHERN GRAMPIANS,26/02/2014 8:33,Forward,296,6728,Routine Maintenance,-37.1002215,142.5943618,16 (KM)
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,John Webber on 26/02/2014 - Kangaroo removed off road.,Yes,26/02/2014 11:10,CN8124 WR,ARARAT,26/02/2014 11:10,Reverse,3804,6840,Routine Maintenance,-37.5936645,142.8370566,60 (KM)
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,John Webber on 26/02/2014 - Kangaroo removed off road.,Yes,26/02/2014 11:42,CN8124 WR,ARARAT,26/02/2014 11:37,Reverse,657,6883,Routine Maintenance,-37.7733008,142.8081139,CHATSWORTH-BOLAC RD (SR)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 26/02/2014 - Removed, branch",Yes,26/02/2014 12:35,CN8124 WR,NORTHERN GRAMPIANS,26/02/2014 12:33,Reverse,378,6917,Routine Maintenance,-37.1339875,142.5514526,46 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 26/02/2014 - Removed, branch",Yes,26/02/2014 12:38,CN8124 WR,NORTHERN GRAMPIANS,26/02/2014 12:36,Reverse,599,6919,Routine Maintenance,-37.1547175,142.5761855,43 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 26/02/2014 - Removed, roo",Yes,26/02/2014 12:45,CN8124 WR,ARARAT,26/02/2014 12:38,Reverse,770,6923,Routine Maintenance,-37.2006951,142.6128902,CHERRY TREE RD (SR)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 26/02/2014 - Removed., branch",Yes,26/02/2014 12:59,CN8124 WR,ARARAT,26/02/2014 12:52,Reverse,123,6934,Routine Maintenance,-37.2543927,142.7381006,23 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 26/02/2014 - Removed, dead, cat",Yes,26/02/2014 13:28,CN8124 WR,ARARAT,26/02/2014 13:26,Reverse,151,6948,Routine Maintenance,-37.2854141,142.9219651,GEORGE RD P1 (SR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 26/02/2014 - Lots, of, cardboard, stacked, up, against, bins, people, using, rest, area, as, a, dumping, ground",Yes,26/02/2014 15:10,CN8124 WR,NORTHERN GRAMPIANS,26/02/2014 14:52,Forward,729,7009,Routine Maintenance,-37.006522,142.7091613,DEEP LEAD-GLENORCHY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 27/02/2014 - Kangaroo removed off road.,Yes,27/02/2014 8:18,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 8:16,Reverse,177,7022,Routine Maintenance,-37.092846,142.7905078,ARARAT-STAWELL RD (CR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 27/02/2014 - Removed, branch",Yes,27/02/2014 8:20,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 7:42,Forward,74,7024,Routine Maintenance,-37.0223099,142.8269636,DOCTORS CREEK-KIRKELLA RD (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 27/02/2014 - Removed, roo",Yes,27/02/2014 8:25,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 8:20,Forward,2,7025,Routine Maintenance,-36.9876669,142.8781509,KATHMAUR HILLS RD (SR)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 27/02/2014 - Removed, branch",Yes,27/02/2014 8:38,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 8:25,Forward,797,7028,Routine Maintenance,-36.9514566,142.933178,20 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 27/02/2014 - Kangaroo removed off road.,Yes,27/02/2014 10:03,CN8124 WR,ARARAT,27/02/2014 10:02,Forward,439,7077,Routine Maintenance,-37.3397067,143.118998,182 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 27/02/2014 - Removed, branch",Yes,27/02/2014 8:54,CN8124 WR,PYRENEES,27/02/2014 8:41,Forward,323,7090,Routine Maintenance,-36.9097728,143.1224185,39 (KM)
LITTER CONTROL,STAWELL-AVOCA RD,5245,"Mark Templar on 27/02/2014 - Removed., branch",Yes,27/02/2014 10:48,CN8124 WR,PYRENEES,27/02/2014 10:44,Forward,164,7104,Routine Maintenance,-36.990506,143.3417281,64 (KM)
LITTER CONTROL,SUNRAYSIA HWY,2700,"Mark Templar on 27/02/2014 - Emptied, bin",Yes,27/02/2014 12:43,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 12:37,Reverse,687,7173,Routine Maintenance,-36.6097502,143.241903,245 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 27/02/2014 - Emptied, bin",Yes,27/02/2014 12:53,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 12:43,Reverse,41,7176,Routine Maintenance,-36.6255823,143.239854,VIEW POINT RD (SR)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 27/02/2014 - Emptied, bin",Yes,27/02/2014 13:10,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 13:08,Reverse,115,7194,Routine Maintenance,-36.6267897,142.9896746,208 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 27/02/2014 - Removed, roo",Yes,27/02/2014 13:23,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 13:10,Reverse,135,7202,Routine Maintenance,-36.6686235,142.9399213,BLIND CREEK (SN6578) A1 (BR)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 27/02/2014 - Removed, branch",Yes,27/02/2014 13:37,CN8124 WR,NORTHERN GRAMPIANS,27/02/2014 13:34,Reverse,99,7221,Routine Maintenance,-36.7284921,142.8324877,RICHARDSON VALLEY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 28/02/2014 - Remove roo from side of road,Yes,28/02/2014 9:52,CN8124 WR,ARARAT,28/02/2014 9:51,Reverse,990,7366,Routine Maintenance,-37.3433084,143.1247529,183 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 28/02/2014 - Remove roo from road,Yes,28/02/2014 11:27,CN8124 WR,ARARAT,28/02/2014 11:26,Forward,515,7439,Routine Maintenance,-37.3391458,143.1072393,HILLSIDE RD (SR) AFTER 183 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 28/02/2014 - Remove box of rubbish from side of road,Yes,28/02/2014 11:34,CN8124 WR,ARARAT,28/02/2014 11:32,Forward,2,7457,Routine Maintenance,-37.3179079,143.0460024,189 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 28/02/2014 - Remove large branch from side of road,Yes,28/02/2014 14:59,CN8124 WR,ARARAT,28/02/2014 14:57,Reverse,561,7582,Routine Maintenance,-37.2616294,142.9174523,MCDONALD PARK (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,Mark Templar on 03/03/2014 - Removed roo from side of road,Yes,3/03/2014 10:17,CN8124 WR,ARARAT,3/03/2014 10:15,Forward,485,7647,Routine Maintenance,-37.3302002,143.0846744,185 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,Mark Templar on 03/03/2014 - Clear edge of road tree branches,Yes,3/03/2014 14:53,CN8124 WR,NORTHERN GRAMPIANS,3/03/2014 14:40,Forward,810,7907,Routine Maintenance,-37.1270645,142.542203,21 (KM)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,,Yes,4/03/2014 12:32,CN8124 WR,HEPBURN,4/03/2014 12:07,Forward,429,8156,Hazard,-37.4240861,144.1153582,21 (KM)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Alex Svedas on 04/03/2014 - Tree down in the shoulder removed hazard made safe and completed,Yes,4/03/2014 12:32,CN8124 WR,HEPBURN,4/03/2014 12:07,Forward,429,8204,Hazard,-37.4240861,144.1153582,21 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 05/03/2014 - Cut, and, removed, large, branch",Yes,5/03/2014 7:55,CN8124 WR,NORTHERN GRAMPIANS,5/03/2014 7:53,Forward,285,8297,Routine Maintenance,-37.1377319,142.5089355,1 (KM)
LITTER CONTROL,DONALD-STAWELL RD,5155,"Mark Templar on 04/03/2014 - Dragged, dead, sheep, off, side, of, road",Yes,4/03/2014 14:29,CN8124 WR,NORTHERN GRAMPIANS,4/03/2014 14:27,Forward,246,8298,Routine Maintenance,-36.7838265,142.7856192,BALQUHIDDER RD (SR)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,Alex Svedas on 05/03/2014 - Tree down on shoulder removed hazard made safe and completed,Yes,5/03/2014 12:59,CN8124 WR,HEPBURN,5/03/2014 12:44,Reverse,156,8645,Hazard,-37.423467,144.1152891,LEONARDS HILL-BARKSTEAD RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 07/03/2014 - Emptied, bin, people, leaving, toilet, paper, round, the, bins,(.animals)",Yes,7/03/2014 8:57,CN8124 WR,PYRENEES,7/03/2014 8:45,Forward,83,9733,Routine Maintenance,-37.4216296,143.3428841,MARTINS LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 9:09,CN8124 WR,PYRENEES,7/03/2014 8:57,Forward,437,9754,Routine Maintenance,-37.3905838,143.2584706,GOULDS LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 07/03/2014 - Emptied,3, bins",Yes,7/03/2014 9:36,CN8124 WR,ARARAT,7/03/2014 9:09,Forward,80,9810,Routine Maintenance,-37.3386181,143.1044919,184 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 9:56,CN8124 WR,ARARAT,7/03/2014 9:49,Forward,318,9855,Routine Maintenance,-37.2581194,142.9163465,MORELLA RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 10:04,CN8124 WR,ARARAT,7/03/2014 9:56,Forward,237,9868,Routine Maintenance,-37.2331246,142.8997618,207 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/03/2014 - Emptied, bins",Yes,7/03/2014 10:40,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 10:05,Forward,802,9916,Routine Maintenance,-37.1454189,142.8423066,RED BEND RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 10:49,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 10:40,Forward,76,9932,Routine Maintenance,-37.0600226,142.7566129,GRAMPIANS RD (CR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 07/03/2014 - Emptied, bins",Yes,7/03/2014 11:01,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 10:49,Forward,48,9958,Routine Maintenance,-37.0186191,142.719281,STAWELL-DEEP LEAD RD (SR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 07/03/2014 - Emptied, bins",Yes,7/03/2014 11:05,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 11:02,Forward,464,9968,Routine Maintenance,-37.007395,142.711938,DEEP LEAD-GLENORCHY RD (SR)
LITTER CONTROL,ARARAT-ST ARNAUD RD,5247,"Mark Templar on 07/03/2014 - Cut, and, removed, large, tree, branch",Yes,7/03/2014 12:31,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 12:10,Forward,83,10073,Routine Maintenance,-36.7421015,143.1445731,56 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 12:47,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 12:43,Forward,554,10090,Routine Maintenance,-36.6292722,143.2332561,230 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 13:32,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 13:30,Reverse,35,10161,Routine Maintenance,-36.6269368,143.2368237,231 (KM)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 07/03/2014 - Emptied, bin",Yes,7/03/2014 13:48,CN8124 WR,NORTHERN GRAMPIANS,7/03/2014 13:32,Reverse,240,10175,Routine Maintenance,-36.6338462,142.979467,COPE COPE-MARNOO EAST RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,,Yes,11/03/2014 8:30,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 8:27,Forward,396,10336,Routine Maintenance,-37.0919029,142.6349743,12 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,,Yes,11/03/2014 8:37,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 8:36,Forward,613,10343,Routine Maintenance,-37.1221148,142.5526343,HALLS GAP-FYANS CREEK RD (SR)
LITTER CONTROL,GRAMPIANS RD,4851,,Yes,11/03/2014 9:02,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 8:54,Forward,672,10372,Routine Maintenance,-37.1688461,142.5375881,28 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 11/03/2014 - Emptied, bins",Yes,11/03/2014 14:06,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 13:32,Reverse,382,10892,Routine Maintenance,-37.0236574,142.7205655,237 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 11/03/2014 - Emptied, bins",Yes,11/03/2014 14:23,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 14:06,Reverse,348,10938,Routine Maintenance,-37.0072603,142.7115565,239 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 11/03/2014 - Emptied, bin",Yes,11/03/2014 14:35,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 14:23,Reverse,20,10966,Routine Maintenance,-37.0917172,142.7894391,ARARAT-STAWELL RD (CR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 11/03/2014 - Emptied, bin",Yes,11/03/2014 14:51,CN8124 WR,ARARAT,11/03/2014 14:35,Reverse,71,10990,Routine Maintenance,-37.2230173,142.8933259,JUNCTION HOTEL BREWERY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 11/03/2014 - Emptied, bin",Yes,11/03/2014 14:58,CN8124 WR,ARARAT,11/03/2014 14:51,Reverse,934,11008,Routine Maintenance,-37.2501802,142.913794,206 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 11/03/2014 - Emptied, bins",Yes,11/03/2014 15:35,CN8124 WR,NORTHERN GRAMPIANS,11/03/2014 14:58,Forward,429,11059,Routine Maintenance,-37.1472847,142.8458055,LOCKE ST (SR)
LITTER CONTROL,BALLAN-DAYLESFORD RD,5189,"VicRoads on 11/03/2014 - Emailed contractor and sent to AMMS
Terina Matthews on 12/03/2014 - Dead Roo removed and road made safe @ 9am 12/3/14",Yes,12/03/2014 13:18,CN8124 WR,MOORABOOL,11/03/2014 16:03,Forward,2331,11067,Routine Maintenance,-37.4459964,144.1295106,CALDERS LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,John Webber on 12/03/2014 - Remove roo from side of road,Yes,12/03/2014 8:13,CN8124 WR,ARARAT,12/03/2014 8:11,Reverse,240,11094,Routine Maintenance,-37.2172228,142.8884085,THOMAS LA (SR)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 12/03/2014 - Removed, branch",Yes,12/03/2014 8:28,CN8124 WR,NORTHERN GRAMPIANS,12/03/2014 8:22,Forward,990,11104,Routine Maintenance,-37.0592675,142.7016897,4 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 12/03/2014 - Removed., roo",Yes,12/03/2014 8:32,CN8124 WR,NORTHERN GRAMPIANS,12/03/2014 8:28,Forward,932,11106,Routine Maintenance,-37.0815085,142.6581036,9 (KM)
LITTER CONTROL,GRAMPIANS RD,4851,"Mark Templar on 12/03/2014 - Removed, branch",Yes,12/03/2014 8:37,CN8124 WR,NORTHERN GRAMPIANS,12/03/2014 8:32,Forward,356,11112,Routine Maintenance,-37.1110552,142.5755547,18 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 12/03/2014 - Removed, roo",Yes,12/03/2014 13:02,CN8124 WR,NORTHERN GRAMPIANS,12/03/2014 12:59,Reverse,216,11582,Routine Maintenance,-37.1379654,142.5594251,45 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 12/03/2014 - Removed, branch",Yes,12/03/2014 14:16,CN8124 WR,ARARAT,12/03/2014 14:14,Reverse,8,11712,Routine Maintenance,-37.2267261,142.6693236,30 (KM)
LITTER CONTROL,GLENELG HWY,2670,John Webber on 12/03/2014 - Remove roo from side of road,Yes,12/03/2014 14:20,CN8124 WR,ARARAT,12/03/2014 14:19,Forward,772,11719,Routine Maintenance,-37.6619639,142.6478403,228 (KM)
LITTER CONTROL,ARARAT-HALLS GAP RD,5136,"Mark Templar on 12/03/2014 - Removed, branches",Yes,12/03/2014 14:33,CN8124 WR,ARARAT,12/03/2014 14:16,Reverse,638,11730,Routine Maintenance,-37.2963695,142.8159446,13 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 13/03/2014 - Remove roo from side of road,Yes,13/03/2014 8:45,CN8124 WR,ARARAT,13/03/2014 8:43,Reverse,387,11933,Routine Maintenance,-37.3162445,143.0393086,HILLSIDE RD (SR) AFTER 190 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,John Webber on 13/03/2014 - Remove roo from side of road,Yes,13/03/2014 8:57,CN8124 WR,ARARAT,13/03/2014 8:56,Reverse,195,11952,Routine Maintenance,-37.3848867,143.2385952,WALDRON RD (SR)
LITTER CONTROL,WIMMERA HWY,2110,"Mark Templar on 13/03/2014 - Emptied, bin",Yes,13/03/2014 10:33,CN8124 WR,NORTHERN GRAMPIANS,13/03/2014 10:27,Forward,32,12199,Routine Maintenance,-36.6183352,143.2551438,CANTERBURY ST (SR)
LITTER CONTROL,SUNRAYSIA HWY,2700,"Mark Templar on 13/03/2014 - Emptied, bin",Yes,13/03/2014 13:28,CN8124 WR,NORTHERN GRAMPIANS,13/03/2014 13:23,Forward,312,12487,Routine Maintenance,-36.6097514,143.2419094,244 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,Mark Templar on 14/03/2014 - Emptied. Bin,Yes,14/03/2014 8:52,CN8124 WR,ARARAT,14/03/2014 8:08,Reverse,30,12617,Routine Maintenance,-37.2262152,142.8953663,PETTICOAT GULLY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/03/2014 - Emptied, bin",Yes,14/03/2014 8:08,CN8124 WR,NORTHERN GRAMPIANS,14/03/2014 7:41,Reverse,170,12618,Routine Maintenance,-37.0927949,142.7904592,ENTRY FROM ARARAT-STAWELL ROAD (OT)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/03/2014 - Emptied, bins",Yes,14/03/2014 7:38,CN8124 WR,NORTHERN GRAMPIANS,14/03/2014 7:31,Reverse,457,12619,Routine Maintenance,-37.0153959,142.7183572,238 (KM)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 14/03/2014 - Emptied, bins",Yes,14/03/2014 7:31,CN8124 WR,NORTHERN GRAMPIANS,14/03/2014 7:25,Forward,378,12620,Routine Maintenance,-37.0077546,142.712793,DEEP LEAD-GLENORCHY RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/03/2014 - Emptied, bin",Yes,14/03/2014 8:56,CN8124 WR,ARARAT,14/03/2014 8:52,Reverse,664,12622,Routine Maintenance,-37.2478069,142.9130595,206 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,Mark Templar on 14/03/2014 - Emptied. Bins,Yes,14/03/2014 9:22,CN8124 WR,ARARAT,14/03/2014 9:06,Reverse,156,12650,Routine Maintenance,-37.3351084,143.0957524,185 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 14/03/2014 - Emptied, bin",Yes,14/03/2014 9:43,CN8124 WR,PYRENEES,14/03/2014 9:26,Reverse,295,12686,Routine Maintenance,-37.3875639,143.2479741,MIDDLE CREEK RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 14/03/2014 - Removed, roos",Yes,14/03/2014 9:59,CN8124 WR,PYRENEES,14/03/2014 9:56,Forward,464,12703,Routine Maintenance,-37.4248089,143.3532367,159 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 14/03/2014 - Filthy, pigs, throwing, rubbish, around, the, bins, emptied., bin
Mark Templar on 14/03/2014 - Cleaned, up, around, bin",Yes,18/03/2014 13:08,CN8124 WR,PYRENEES,14/03/2014 10:44,Forward,107,12785,Routine Maintenance,-37.4214995,143.3426708,MARTINS LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 14/03/2014 - Emptied, bins",Yes,14/03/2014 12:36,CN8124 WR,NORTHERN GRAMPIANS,14/03/2014 11:11,Forward,802,12911,Routine Maintenance,-37.1454155,142.8423002,RED BEND RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 17/03/2014 - Removed, splattered, kangaroo",Yes,17/03/2014 10:24,CN8124 WR,ARARAT,17/03/2014 10:16,Reverse,152,13197,Routine Maintenance,-37.3307361,143.0858928,186 (KM)
LITTER CONTROL,SKIPTON RD,5090,"Mark Templar on 17/03/2014 - Removed, roo",Yes,17/03/2014 10:55,CN8124 WR,PYRENEES,17/03/2014 10:52,Forward,493,13243,Routine Maintenance,-37.4769512,143.3769655,5 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 17/03/2014 - Emptied, bin",Yes,17/03/2014 13:15,CN8124 WR,PYRENEES,17/03/2014 13:08,Forward,629,13432,Routine Maintenance,-37.4073232,143.3091116,164 (KM)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 17/03/2014 - Emptied, bin",Yes,17/03/2014 13:22,CN8124 WR,PYRENEES,17/03/2014 13:20,Forward,468,13446,Routine Maintenance,-37.3904884,143.2581384,GOULDS LA (SR)
LITTER CONTROL,WESTERN HWY - Sec 3,2520,"Mark Templar on 17/03/2014 - Emptied,3, bins",Yes,17/03/2014 13:42,CN8124 WR,ARARAT,17/03/2014 13:29,Forward,610,13475,Routine Maintenance,-37.3390699,143.1061688,HILLSIDE RD (SR) AFTER 183 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 17/03/2014 - Emptied, bin",Yes,17/03/2014 14:03,CN8124 WR,ARARAT,17/03/2014 13:42,Forward,84,13494,Routine Maintenance,-37.2570735,142.9160071,MORELLA RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 17/03/2014 - Emptied, bin",Yes,17/03/2014 14:10,CN8124 WR,ARARAT,17/03/2014 14:03,Forward,672,13502,Routine Maintenance,-37.227154,142.8959634,208 (KM)
LITTER CONTROL,MORTLAKE-ARARAT RD,5100,John Webber on 17/03/2014 - Remove roo from side of road,Yes,17/03/2014 14:29,CN8124 WR,ARARAT,17/03/2014 14:28,Forward,1310,13527,Routine Maintenance,-37.6811835,142.8441445,45 (KM)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 17/03/2014 - Emptied,4,, bins",Yes,17/03/2014 14:38,CN8124 WR,NORTHERN GRAMPIANS,17/03/2014 14:17,Forward,589,13539,Routine Maintenance,-37.1464797,142.8443015,LOCKE ST (SR)
LITTER CONTROL,BALLARAT-MARYBOROUGH RD,5327,Alex Svedas on 17/03/2014 - Huge dead roo dead on shoulder removed and job completed,Yes,17/03/2014 14:53,CN8124 WR,HEPBURN,17/03/2014 14:49,Forward,959,13548,Hazard,-37.2828633,143.7535873,FAIRVIEW RD (SR)
LITTER CONTROL,WESTERN HWY - Sec 4,2520,"Mark Templar on 17/03/2014 - Emptied, bins",Yes,17/03/2014 15:17,CN8124 WR,NORTHERN GRAMPIANS,17/03/2014 14:38,Forward,475,13570,Routine Maintenance,-37.0233271,142.720483,STAWELL-SANDERS-LEDCOURT RD (SR)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 17/03/2014 - Emptied, bins",Yes,17/03/2014 15:32,CN8124 WR,NORTHERN GRAMPIANS,17/03/2014 15:17,Forward,587,13585,Routine Maintenance,-37.006971,142.7106602,DEEP LEAD-GLENORCHY RD (SR)
LITTER CONTROL,DONALD-STAWELL RD,5155,,Yes,18/03/2014 10:44,CN8124 WR,NORTHERN GRAMPIANS,18/03/2014 10:41,Reverse,101,13843,Routine Maintenance,-36.5352018,142.8766496,22 (KM)
LITTER CONTROL,MAROONA-GLENTHOMPSON RD,5109,John Webber on 19/03/2014 - Remove a fox from the road,Yes,19/03/2014 9:09,CN8124 WR,ARARAT,19/03/2014 9:08,Forward,1582,14365,Routine Maintenance,-37.5057595,142.7705609,10 (KM)
LITTER CONTROL,WESTERN HWY,2520,"Mark Templar on 20/03/2014 - Removed, large, dead, dog",Yes,20/03/2014 8:11,CN8124 WR,NORTHERN GRAMPIANS,20/03/2014 7:57,Forward,560,14975,Routine Maintenance,-37.0141568,142.7177963,STAWELL-DEEP LEAD RD (SR)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 20/03/2014 - Removed, branch",Yes,20/03/2014 8:48,CN8124 WR,NORTHERN GRAMPIANS,20/03/2014 8:21,Forward,446,14995,Routine Maintenance,-37.1369333,142.5157347,GRAMPIANS RD (CR)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 20/03/2014 - removed, branches",Yes,20/03/2014 8:54,CN8124 WR,NORTHERN GRAMPIANS,20/03/2014 8:48,Forward,100,15004,Routine Maintenance,-37.1524177,142.4989716,4 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 20/03/2014 - Removed, wallaby",Yes,20/03/2014 8:59,CN8124 WR,NORTHERN GRAMPIANS,20/03/2014 8:54,Forward,99,15011,Routine Maintenance,-37.1545604,142.4874231,7 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 20/03/2014 - Cut, up, tree, and, removed",Yes,20/03/2014 11:22,CN8124 WR,NORTHERN GRAMPIANS,20/03/2014 10:47,Reverse,200,15201,Routine Maintenance,-37.146526,142.499249,3 (KM)
LITTER CONTROL,NORTHERN GRAMPIANS RD,4002,"Mark Templar on 20/03/2014 - Cut, overhanging, tree",Yes,20/03/2014 10:46,CN8124 WR,NORTHERN GRAMPIANS,20/03/2014 10:38,Reverse,200,15202,Routine Maintenance,-37.1147569,142.4098171,18 (KM)
LITTER CONTROL,CRESWICK-NEWSTEAD RD,5154,Alex Svedas on 20/03/2014 - Dead roo on road removed and completed,Yes,20/03/2014 15:08,CN8124 WR,HEPBURN,20/03/2014 15:04,Forward,1388,15562,Hazard,-37.3952651,143.8974015,GEDDES RD (SR)
